kkk_name,kkk_description,sophistication,time_horizon,brokers,start_date,currency,net_asset_value,latest_period_returns_lifetime
INDIAN BANKING STARS,kkk Advisors looks at the latest equity holdings of various banking sector mutual funds available from various investment research sources and comes up with a portfolio of top 10 to 15 holdings. This portfolio rebalances every quarter or earlier when a significant change in relevant mutual fund holdings are observed.,4,TWO_TO_FIVE,[39],2017-04-21 07:22:28.348811,INR,61488,0.145954074480683
EUROPEAN DIVIDEND STARS,"The European Dividend Stars is a portfolio that invests in 30 companies in Europe that are the best compromise between high dividends and strong quality. </br></br>

The strategy used to build this portfolio is as follows:</br></br>

<b>Star selection</b></br>
The strategy starts from filtering the European universe by the best companies  according to well-established factors including value, growth, momentum, quality, sentiment, balance sheet strength, low risk and ESG metrics. Then the highest dividend paying companies among those are selected.</br></br>
<b>Teamwork</b></br>
The final selection identifies the leaders by sector and balances the portfolio by country, region and currency according to European equity indices weights so that the portfolio is well diversified.
</br></br>
The output is a concentrated portfolio diversified between European countries, currencies and sectors that is able to provide investors to a high sustainable income portfolio currently yielding around 5% in EUR. 
</br></br>
A long term perspective and low turnover is to be expected.",4,FIVE_TO_TEN,[1],2017-10-31 15:03:43.936,EUR,30629.6154328094,0.00132466077473521
DB X-TRACKERS MSCI BANGLADESH IM TRN INDEX UCITS ETF,db x-trackers MSCI Bangladesh IM TRN Index UCITS ETF,1,ZERO_TO_TWO,[509],2017-11-20 07:17:37.242,SGD,1.66416104,-0.305169131602191
DB X-TRACKERS STOXX GLOBAL SELECT DIVIDEND 100 UCITS ETF,db x-trackers STOXX GLOBAL SELECT DIVIDEND 100 UCITS ETF,1,ZERO_TO_TWO,[509],2017-11-20 06:54:24.029,SGD,48.244408,0.0498378059569449
INDIAN ADRS ELON,"This Equity Linked OptioN (ELON) kkk endeavors to deliver a return that can potentially beat the typical Equity Linked Note. ELONs are popular in a market where investors are hesitant to go long cash equities at existing levels but are happy to take exposure to quality stocks at 10-15% below prevailing levels. In case the market does not fall investors can earn the yield obtained by selling the Put options or buy getting some participation via long Call options. The notional amount may be invested in government bonds or very high grade liquid bonds or held as cash margin for the buying and selling of options conducted in this strategy. ELONs tend to lose money in volatile markets and selloffs and have asymmetric payoffs given the target return in case of rallies is close to 15 to 20% while downside risk could be higher. A typical ELON would go long Call Spreads and sell Puts on a portfolio of 2-5 stocks. The options trades are executed by the kkk manager after analyzing theta decays and implied volatility of the respective stocks. ELONs are suitable only for investors deemed as Professional/Accredited. FANG ELON invests in options of Indian stocks listed in US markets - namely ICICI Bank and HDFC Bank. Apart from that, we also go long on cash equities in Dr Reddy.",8,ZERO_TO_TWO,[1],2017-09-30 03:16:49.599,USD,52344,0.04688
VPU,"This kkk offers exposure to the domestic utilities sector, a corner of the U.S. market that has historically exhibited low volatility and often features an attractive distribution yield. As a sector-specific ETF, VPU is probably more appealing to investors looking to establish a shorter-term tactical tilt or make a sector rotation play than it is to those building a long-term, buy-and-hold portfolio (though utilities generally receive a relatively small weight in broad-based equity ETFs, meaning that a complementary holding could result in more balanced sector weightings). Like most Vanguard ETFs, VPU is among the cheapest options available for investors seeking exposure to the asset class represented (XLU and FUI are also low cost options for utilities exposure). This ETF may be available for commission free trading in Vanguard accounts, potentially increasing the appeal to cost conscious investors. Another noteworthy element of this ETF is the impressive depth of holdings; VPU has considerably more individual stocks than XLU. This ETF does a relatively good job of offering up balanced exposure; though a few stocks account for significant chunks of assets, the concentration is not as significant as in some other products (those seeking to avoid cap-weighting might prefer RYU as a tool for achieving access to the utilities sector).",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 11:09:37.89,SGD,151.6039866,-0.0466136384491715
VDC,"This ETF offers targeted exposure to the U.S. consumer staples sector, making it too targeted for investors looking to simply buy and hold but a potentially useful tool for those implementing a sector rotation strategy or seeking to tilt their portfolio towards low beta holdings. Vanguard ETFs are generally among the most cost efficient choices in any category, but that isn't necessarily the case here; both FCD and XLP are slightly cheaper in terms of expense ratio. There are, however, no consumer staples ETFs that can match the depth of holdings delivered by VDC; the unique Vanguard structure allows this fund to hold more than 100 individual stocks and avoid excessive concentration in a small handful of mega cap stocks. There are a number of potential alternatives to VDC besides those ETFs mentioned above; the equal-weighted RHS is one option, while the alpha-seeking FXG and PSL could be interesting options as well.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 11:03:55.127,SGD,197.17869,0.0455505120914553
GURU GREENBLATT,"Joel Greenblatt (born December 13, 1957) is an American academic, hedge fund manager, investor, and writer. He is a value investor, and adjunct professor at the Columbia University Graduate School of Business. He is the former chairman of the board of Alliant Techsystems and founder of the New York Securities Auction Corporation. He is also a director at Pzena Investment Management, a high-end value firm.
</br></br>

Known for the invention of Magic Formula Investing, and founder of the New York Securities Auction Corporation (NYSAC). He is also the founder and managing partner of Gotham Asset Management, LLC. On top of that, he is the author of two investment books, including Joel Greenblatt: The little Book that Beats the Market. He is also an Adjunct Professor with Columbia Business School.
</br></br>

kkk Advisors looks at the latest SEC filings as well as information available from the web via Joel Greenblatt and Gotham Asset Management related new items to narrow down on a top 10 to 15 stock portfolio. This portfolio is adjusted for any hedges in the form of Puts and Calls the manager has and final composition is bought within 2 months of the relevant quarter end.",4,FIVE_TO_TEN,[1],2017-05-28 20:00:48.477598,USD,12654.52,0.265183781038419
QUANTYR SMART GROWTH JAPAN,"This strategy is based on the fact that most companies tend to see growth as the ultimate goal for their future while what really matters for investors is profitable growth for the company. 
</br></br>
The kkk is formed by selecting stocks among the MSCI Japan Index that generates profitable growth for their shareholders. 
</br></br>
The members of the MSCI Japan Index are screened based on their ability to deliver positive Economic growth in the past as well as Free Cash Flow and EPS past and future growth.",4,TWO_TO_FIVE,[1],2017-07-30 06:34:10.363,USD,33899.60178,0.169642624124069
PORTFOLIO INSURANCE - NIFTY MAR'18,"This kkk is suitable for investors who are looking to insure their portfolio against adverse market movements. This strategy protects the investor if broad Nifty benchmark falls by about 10% and it leads to faster execution, lesser transaction costs and is good for insurance of their account via kkk.AI",4,ZERO_TO_TWO,[39],2017-12-04 07:19:14.93,INR,4747.5,-0.583415597235933
DBXT MSCI WORLD SHS -2C- CAPITALISATION,dbxt MSCI WORLD Shs -2C- Capitalisation,1,ZERO_TO_TWO,[509],2017-11-20 07:08:33.966,SGD,8.1581836,0.061728395061728
THE TORTOISE,"The kkk is based on an investment strategy developed by Sabyasachi Paul, an experienced Indian Equity Research Professional. He also writes a blog on finance & investing which you can follow on <a href=""http://www.thetortoise.in/"">The Tortoise</a>
</br></br>
The fund will have a typical holding period of three to five years for 95% of the portfolio focused on stocks and sectors which look either structurally positive over the next few years or under-valued at current levels due to a correction or cyclical sectors which are close to the bottom of the cycle. The strategy would assign 5% of the portfolio to stocks related to short term events (3 to 6 months) as and when the opportunity arises. This strategy is suitable for investors with a high risk appetite looking for long term growth and ability to bear market fluctuations.
</br></br>
kkk Advisors reviews the strategy on an ongoing basis and advises its clients.
</br></br>
Note: Since the strategy is focused on stocks which have recently corrected, one year backtest statistics displayed is just representative and may not reflect the true potential of the strategy.",5,TWO_TO_FIVE,[39],2017-08-18 09:38:04.961,INR,78019.6,0.245058540761696
MY PORTFOLIO SPACE,"This kkk is a Machine learning powered global asset allocation portfolio that invests in liquid ETFs (long-only).</br></br>

The portfolio ""reads"" and adapts to the swings in the real business cycle and monetary cycle. Then, it systematically allocates capital in order to protect for left-tail risk. Contrary to naïve risk-parity portfolios, ""My-Portfolio-Space"" is an authentic fully systematic All-Weather-like fund combining fundamental factors, robust machine-learning technology and portfolio construction techniques to build a superior investment solution.</br></br>

The machine learning algorithm blends together:</br>
1. Fundamental / macro-economic and,</br>
2. Market data in order to find what are the best ETFs to invest in at given time.</br></br>

Then, these signals feed a portfolio's optimization module in order to build the final portfolio. This portfolio protects your wealth for adverse market's events. In particular, this portfolio has an automatic safe-guard that reduces your exposure (USD invested) when the portfolio does not perform well (and increases the exposure to a maximum limit when it performs well).</br></br>

My Portfolio Space runs in a systematic way, without any human intervention. Every week, the artificial intelligent agents are deployed in the market, they gather economic information, market/price data and do what they do best alone: steadily building your wealth while you sip your cup of tea of coffee.
The portfolio is designed to withstand any economic ""weather"": risk on (favoring equity for e.g.) and risk off (favorable to low-risk asset), high / rising inflation (favoring inflation protected bond, gold) and low / falling inflation (favoring bond), rising growth (favoring equity, commodity, credit) and falling growth (favoring bond again). It also benefits from cross-region macro dislocations as its is invested in US, Japan, Europe and emerging markets equity.",5,TWO_TO_FIVE,[1],2017-05-16 12:02:27.254583,USD,3149.434064,0.0457642470306569
BEST OF VALUE FUNDS,"An investment strategy which auto selects a basket of the best performing Value funds. Ideal for investors looking to get exposure in Value mutual funds. The fund selection is done using kkk's proprietary algorithm. This strategy allows passive investment, eliminating the need for continuous market tracking and involvement. Focus is on maximizing absolute returns. 

The investor in addition gets the benefit of diversification across different mutual fund. Rebalancing will happen as needed. This strategy is ideal for individuals who want to pick the best performing mutual funds. The individuals however don't want to concentrate the holdings across one or two funds. Since the best performers change from time to time, we will also want to auto re-balance the holdings as needed. The product is oriented towards individuals who want to get the best value fund available in market. This is an ideal kkk for getting exposure to Value funds via kkk.AI",2,TWO_TO_FIVE,"[39, 511]",2017-12-11 12:35:49.606,INR,25999.7625044827,0.0399905001793179
LOW RISKS !! HIGH RETURNS,"Well researched micro caps , when you enter in the right price can give you high returns in a short term investments. the risk is low or almost nil  as most of the stock we recommend have a asset banks which are valued many times more than the company by itself.",5,ZERO_TO_TWO,[39],2017-11-03 13:32:39.799,INR,78110.25,0.423940061501146
INDIAN SMALL CAPS DIVERSIFIED,"This kkk include Small Cap stocks that have a distinct advantage in their domain. Focus domains include: Textiles, Fabrics and Pharma.",5,TWO_TO_FIVE,[39],2017-02-23 00:00:00,INR,64825.6,0.304596000180349
GVM GLOBAL EQUITIES,"The strategy combines three pillars: Growth, Value and Momentum. It develops a heat map of the markets and sectors in the markets are identified. Stocks are selected to ensure that there is a strong exposure to the right sectors in terms of growth, value and momentum.</br></br>

- Growth: EPS growth, Sales growth and EBITDA growth estimates are used to assess forecasts of markets and sectors.</br>
- Valuation: The PE, PB and EV/EBITDA, and growth rates for the major equity markets globally and their equity sector indices are looked at for a sense of whether each market has priced in less or more growth. Technical indicators are used to confirm if PE, EV/EBITDA and PB valuations are overbought or in oversold territory.</br>
- Momentum Indicators: These are run for each country and its sectors across different time frames.</br></br>

The weight of Stocks is based on how strong their multi-year growth prospects are. Stocks are monitored for shifts in their growth prospects and momentum. Stocks are sold if they get over-valued, or their growth engines are affected or they fall out of momentum. A small amount of contrarian positions are retained.</br></br>

There is a risk algorithm that will determine if the portfolio is moved to cash and whether market shorts are to be put on. This algorithm is used to generate buy and sell signals on the major markets and overall portfolio.",4,TWO_TO_FIVE,[1],2017-03-09 14:45:52.475672,USD,68173.828013845,0.346931740931544
VIS,"This ETF is one of several options offering exposure to the U.S. industrials sector, offering a way to access a corner of the U.S. economy that includes transportation firms, providers of commercial and professional services, and manufacturers of capital goods. Given the sector-specific focus, VIS likely doesn't deserve a core allocation, but may be useful as a means of implementing a tactical tilt towards the industrials sector or as part of a sector rotation strategy. Like many Vanguard ETFs, VIS is attractive in the expense department; in addition to one of the lowest expense ratios in the category, this ETF may be available for commission-free trading in Vanguard accounts. The depth of VIS portfolio is also attractive, though this fund, like many other industrials ETFs, has a big concentration in GE stock. Those seeking to avoid this concentration may want to consider the equal-weighted RGI; those seeking exposure to ex-U.S. industrials may find IPN to be a useful tool.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 11:08:24.851,SGD,201.7727502,0.0897457873853269
DB X-TRACKERS MSCI THAILAND INDEX UCITS ETF DR,db x-trackers MSCI THAILAND INDEX UCITS ETF DR,1,ZERO_TO_TWO,[509],2017-11-20 07:10:33.384,SGD,37.1048284,0.103587263200322
NON FANG TECH ELON,"This Equity Linked OptioN (ELON) kkk endeavors to deliver a return that can potentially beat the typical Equity Linked Note. ELONs are popular in a market where investors are hesitant to go long cash equities at existing levels but are happy to take exposure to quality stocks at 10-15% below prevailing levels. In case the market does not fall investors can earn the yield obtained by selling the Put options or buy getting some participation via long Call options. The notional amount may be invested in government bonds or very high grade liquid bonds or held as cash margin for the buying and selling of options conducted in this strategy. ELONs tend to lose money in volatile markets and selloffs and have asymmetric payoffs given the target return in case of rallies is close to 15 to 20% while downside risk could be higher. A typical ELON would go long Call Spreads and sell Puts on a portfolio of 2-5 stocks. The options trades are executed by the kkk manager after analyzing theta decays and implied volatility of the respective stocks. ELONs are suitable only for investors deemed as Professional/Accredited. FANG ELON invests in options of well known technology stocks not in the FANG complex - Microsoft, Alibaba, Nvidia Corp, Tencent and Tesla.",7,ZERO_TO_TWO,[1],2017-06-08 11:04:11.396782,USD,111864.89217,0.11864889592633
ALL WEATHER US - BALANCED,"This kkk invests in US Treasury ETFs and Leveraged US stock based ETFs. Assets are carefully chosen and allocation is done on the basis of risk, rather than allocation of capital. The strategy is rebalanced every quarter, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far. 
</br></br>
This strategy is optimised for investors with a balanced risk profile, who want to balance risk & returns.",5,TWO_TO_FIVE,[1],2017-08-01 15:49:32.548,USD,1091.26,0.136303053021783
EM ASIA DIVERSIFIED ETF,Exchange-traded funds are selected based on the composition of the index and the market it tracks. Fundamental analysis by finance professionals are preformed to value the potential of the emerging market. This portfolio invests in ETF to achieve diversification of assets towards different sectors and geographical location. Portfolio is expected to be re-balanced 1-2 times a year.,5,TWO_TO_FIVE,[1],2017-12-04 08:50:48.106,USD,14846,0.0823066268134432
BIRBULL (BIRBAL),"This kkk is for the braveheart. If markets are irrational so is this kkk, and hence its meant for only those investors who are willing to be greedy when everyone else is fearful. Inspired by the name Birbal, the trades in this kkk may not be intuitive at first but are designed to make use of market movements opportunistically. BirBull endeavours to generate return in both bullish and bearish markets, with a bullish bias, but may go through relatively large period of inactive or subdued returns. BirBull invests predominantly in futures and options and volatility related ETFs. It can take exposure to FX, Rates and Equity or Vol futures/ETFs. Leverage ratio can go as much as 3 or 4 times of the Gross NAV during stressed markets. Hence, if chosen, this kkk should form only a small part of anyone portfolio holdings. 
</br><br>
Note: This is meant for Professional Investors only who are sophisticated with relatively high experience and comfort level with diverse financial products. Invests predominantly in Futures and Options across markets.",7,TWO_TO_FIVE,[1],2017-06-06 12:37:20.240784,USD,11.795018,-0.999774540143752
LITTLE BOOK SG (EXPIRED),"The Little Book HK kkk identifies the top 10 companies to invest in on an annual basis taking in to account value and growth. Little Book was conceptualized by Joel Greenblatt, professor at Columbia Business school and utilizes strategies he used to compound capital at an annualized rate of 40% for nearly 20 years. He has written a number of best hits, one of which is the Little Book that beats the market using a formula to identify stocks based on Earnings Yield and Return on Invested Capital.</br></br>kkk Advisors uses the top 200 stocks (by market capitalization) listed on the Singapore Stock Exchange to identify top 10 companies and does the execution is done on a discretionary basis. The kkk is rebalanced on a regular basis.",4,FIVE_TO_TEN,[509],2017-03-23 07:03:00.144717,USD,6642.8468595,0.1787802740328
QUANTYR SMART GROWTH 4 COUNTRIES BEST 5,"This strategy is based on the fact that most companies tend to see growth as the ultimate goal for their future while what really matters for investors is profitable growth for the company. </br></br>
The kkk is formed by selecting the 5 best stocks among the following 4 indexes: MSCI US; MSCI Europe: MSCI Japan and MSCI Singapore.</br></br>
Inside each countries, we select the 5 stocks that score the best in terms of profitable growth for their shareholders. </br></br>
The members of respective country indexes are screened based on their ability to deliver positive Economic growth in the past as well as Free Cash Flow and EPS sustainable growth).",4,TWO_TO_FIVE,[1],2017-10-16 02:07:23.014,USD,32815.58464,0.0722705537562737
NET SQUARED,"Benjamin Graham is considered to be the father of Value Investing. Graham has had a number of disciples in his lifetime including Buffett, William Ruane and Walter Schloss (a number of whom made it in the famous Buffett speech - Super Investors of Graham and Doddsville. Buffett credits him as the second most influential person in his life (after his father).</br></br>

Net Squared kkk identifies securities utilizing yet another style of investing developed by Benjamin Graham, Net Net is the shorthand method for identifying business to invest in based solely on assets and not earning power.</br></br>

Companies will be identified by comparing its market value based on shares outstanding times share price to that of its asset less all liabilities value. Assets is defined as Cash & its equivalents at full face value, reducing accounts receivable for doubtful accounts and reducing inventories to liquidation values. Liabilities are taken at full value and further reduced from assets. If this value is greater than its market capitalization the stock will be identified as a net net. This was particularly fruitful in the post WWII era (and to some extent post GFC) when a large number of stocks were trading at a massive discount to its asset value. It is one of the most conservative ways to invest in a stock as it assigns no value to future growth (if any), purely how much value will be retained post paying down all liabilities and stripping the company bare off its assets. Buffett and Munger adopted this technique initially, when they were playing with small amounts of money.</br></br>

Using his approach, kkk Advisors identifies 10 stocks and its execution is done on a discretionary basis. The kkk is rebalanced on a monthly basis.",5,ZERO_TO_TWO,[509],2017-03-23 10:41:49.904518,USD,7472.7895316,0.240643805661794
VMFS HIGH GROWTH/DARK HORSES PORTFOLIO,"VMFS High Growth /Dark Horses is a Portfolio of companies that will witness higher growth in sales and profits  on back of increased capacity, expanded markets market share gains etc. These will be companies who will gain out of :</br>
* Increasing Volumes on back of expanded capacities</br>
* Market share gains where they grow faster than their peer group/sector</br>
* The sector itself could be in high growth phase </br>
* Operating Leverage leading to expanding/higher profit margins</br>
* Improving Return on Capital and Return on Equity due to better utilisation of capital</br>
* Lowering of Debt leading to lower interest costs",5,TWO_TO_FIVE,[39],2017-09-30 09:57:45.068,INR,156487.65,0.412994885655932
QUANTYR SMART GROWTH SINGAPORE,"This strategy is based on the fact that most companies tend to see growth as the ultimate goal for their future while what really matters for investors is profitable growth for the company. 
</br></br>
The kkk is formed by selecting stocks among the MSCI Singapore Index that generates profitable growth for their shareholders. 
</br></br>
The members of the MSCI Singapore Index are screened based on their ability to deliver positive Economic growth in the past as well as Free Cash Flow and EPS past and future growth.",4,TWO_TO_FIVE,[509],2017-07-25 15:36:43.64,USD,21182.2512725,0.0427269687783522
CARRY++,"Carry++ deploys about 50% to 70% of the AUM in USD fixed income instruments and does model driven as well as tactical trades for rest of the amount in broad rate, credit, equity, volatility indices. Occasional forex positions are taken via futures and cash. Options and futures are extensively used for directional as well as relative value trades. This kkk endeavours to take risk in market selloffs while using option strategies to hedge part of the positions. Most positions are in US markets with relatively smaller sizes in Europe, India and Japan.",6,ZERO_TO_TWO,[1],2017-01-31 00:00:00,USD,394658.151652268,0.162584520081354
DB X-TRACKERS MSCI INDONESIA TRN INDEX UCITS ETF,db x-trackers MSCI Indonesia TRN Index UCITS ETF,1,ZERO_TO_TWO,[509],2017-11-20 07:09:36.613,SGD,22.699265,0.0634920634920632
HAND OF THE KING,"This portfolio focuses on businesses that are consistently producing good returns, businesses that have turned from loss to profit and has the potential to produce exceptional returns and businesses that have shown aggressive growth in the past few quarters.</br></br>
From this pool, the stocks are selected by careful Fundamental analysis, valuation and market analysis( Customer, competitors, market share etc.) This portfolio is ideal for an investment period of 2 to 5 years. 90% of the assets are held for this time period, while 10% of the asset is bought or sold every year to deliver robust returns for the investor.</br></br>
kkk Advisors reviews the strategy on an ongoing basis and advises its clients.</br></br>
Happy investing!",5,TWO_TO_FIVE,[39],2017-11-03 10:53:39.313,INR,123474.55,0.125301744828314
GLOBAL LARGE CAPS ETFS,"The Global Large Caps kkk invests in ETFs (exchange traded funds) that track companies in Large Cap companies across the globe. Assets are carefully chosen by an algorithm in order to deliver to investors a wide range of exposures within the sector. The strategy is rebalanced every year, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far. </br>

This strategy is optimised for investors with a moderately conservative risk profile, with preservation of capital and minimisation of downside risk being the principal objectives of the strategy, while keeping in mind the investors’ need for return. </br>

The strategy invests across asset classes, using ETFs to track each class. The allocation to each asset class, rather than being determined by a fixed formula (such as the legendary 60/40), is determined by the algorithm based on the historical returns and risks associated with each underlying asset class. Dynamic rebalancing also means that the strategy will automatically adjust its risk profile based on the performance till date.",1,TWO_TO_FIVE,[1],2017-03-28 16:12:31.720935,USD,5647.6713,0.11902881746167
REGULAR INCOME (QUARTERLY),"The Regular income (Quarterly payments) kkk invests in ETFs (exchange traded funds) that return high dividends. Assets are carefully chosen by an algorithm to maximise average dividend yield while making sure that the investor can earn upto 3% (annualised yield) and the capital is protected for a large percentage of investment duration. This strategy is optimised for investors with a conservative risk profile, with payment of regular dividends and preservation of capital being the principal objectives of the strategy.",2,TWO_TO_FIVE,[1],2017-03-22 15:53:01.702185,USD,3932.8606,0.0933633025023423
AAXJ,"This kkk offers a way to invest in several promising Asian economies while sidestepping exposure to Japan, a market many see as trapped in a multi-decade stretch of low growth. AAXJ is somewhat unique in that it includes significant exposure to countries across all development levels, from emerging China to quasi-developed South Korea and Taiwan to developed Hong Kong and Singapore. As such, this ETF could be useful for investors building an Asia-centric portfolio, and has the potential to be appealing as a means of implementing a short-term play or as establishing a longer-term tilt towards a region that might be expected to outperform global equity markets. For an international ETF, AAXJ offers impressive depth of holdings, casting a wide net across several Asian economies. It is noted, however, that the portfolio is tilted heavily towards large cap companies, a common bias present in international equity funds. For those who believe in the growth potential of Asia, AAXJ is an interesting option--as long as you don't mind a heavy dose of mega cap companies.",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:38:58.309,SGD,107.601292,0.076069356814457
GLOBAL FINANCIAL ETFS,"The Financial kkk invests in ETFs (exchange traded funds) that track companies in the financial sector. Assets are carefully chosen by an algorithm in order to deliver to investors a wide range of exposures within the sector. The strategy is rebalanced every year, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far. </br></br>

This strategy is optimised for investors with a moderately conservative risk profile, with preservation of capital and minimisation of downside risk being the principal objectives of the strategy, while keeping in mind the investors’ need for return.</br></br>

The strategy invests across asset classes, using ETFs to track each class. The allocation to each asset class, rather than being determined by a fixed formula (such as the legendary 60/40), is determined by the algorithm based on the historical returns and risks associated with each underlying asset class. Dynamic rebalancing also means that the strategy will automatically adjust its risk profile based on the performance till date.",2,TWO_TO_FIVE,"[1, 509]",2017-05-19 08:09:25.728096,USD,5747.8698,0.192746616531992
DB X-TRACKERS - MSCI JAPAN TRN INDEX UCITS ETF DR - 1C,db x-trackers - MSCI JAPAN TRN INDEX UCITS ETF DR - 1C,1,ZERO_TO_TWO,[509],2017-11-20 06:53:19.936,SGD,88.0324928,0.0742516950553991
DB X-TRACKERS MSCI PAKISTAN IM TRN INDEX UCITS ETF,db x-trackers MSCI Pakistan IM TRN Index UCITS ETF,1,ZERO_TO_TWO,[509],2017-11-20 07:16:20.409,SGD,2.61956294,0.0152310924369751
BONDS - LATIN AMERICA (8K),"This portfolio selects short to medium term High Yield (Aggregate Rating of BB/B) Latin American bonds. Bonds prices can be illiquid and volatile however the returns are commensurately attractive. Bonds are chosen based on liquidity, relative yield and residual tenor to maintain a 7-year average duration for the portfolio. 
</br></br>
This portfolio focuses specifically on a portfolio of 3-4 Latin American high yield bonds, typically from Brazil, Colombia, Petrobras, PEMEX, Peru & Mexico. Bonds are either sovereign or of companies in the oil industry, which is one of the key pillars of Latin America economies. 
</br></br>
kkk Advisors looks at potential stable and relative high return of these bonds with attention to relative yield, liquidity and residual tenor to maintain 7-year average duration of the portfolio",3,FIVE_TO_TEN,[1],2017-06-04 05:49:16.586964,USD,9115.31,0.00247007484445498
IFEU,"This kkk offers exposure to European real estate markets, excluding the other regions of the world in favor of assets in the following countries; UK, France, Netherlands, Sweden, Switzerland, Germany, and several other smaller European nations. As such, IFEU has the potential to deliver broad-based access to an asset class that can deliver attractive current returns and significant appreciation for long term capital appreciation (along with meaningful volatility and risk). IFEU has a reasonable level of diversification with close to 90 holdings spread pretty evenly out across countries, although French and English combine to make up close to 60% of the total. IFEU may be appropriate for investors looking to compliment their American real estate holdings with similar exposure in Europe but it is unlikely to function as a one stop shop for some due to its exclusion of a great deal of other countries' assets. Nevertheless, thanks to its broad exposure and its relatively cheap expense ratio, IFEU could make for a solid choice for a number of investors who are in it for the long term. .",1,ZERO_TO_TWO,"[1, 509]",2017-10-04 10:27:27.45,SGD,55.224804662,0.0497594683382461
LITTLE BOOK HK,"The Little Book HK kkk identifies the top 10 companies to invest in on an annual basis taking in to account value and growth. Little Book was conceptualized by Joel Greenblatt, professor at Columbia Business school and utilizes strategies he used to compound capital at an annualized rate of 40% for nearly 20 years. He has written a number of best hits, one of which is the Little Book that beats the market using a formula to identify stocks based on Earnings Yield and Return on Invested Capital.</br></br>

kkk Advisors uses the top 200 stocks (by market capitalization) listed on the Hong Kong Stock Exchange to identify top 10 companies and does the execution is done on a discretionary basis. The kkk is rebalanced on a regular basis.",4,FIVE_TO_TEN,[1],2017-03-23 06:41:50.040006,USD,15111.36715,0.206513455380459
ALL STARS DIVIDENDS,"Research has shown that dividends have accounted for 44% return of SP500 for the last 80 years. Capitalizing on that, kkk Advisors employs an algorithm to short-list five companies out of top 1000 US companies. </br></br>
kkk Advisors pick these companies in such a manner that they must have strong balance sheet and steady cash flow to yield highest dividend among the US equities universe.",5,FIVE_TO_TEN,[1],2017-07-24 14:46:41.253,USD,5199.865,0.0473452633084283
BONDS - MONEY MARKET USD,"kkk Advisors looks at the ratings vs yield and chooses bonds available in USD 1000 lots to construct this portfolio. Bonds are chosen every 3 months based on relative yield, liquidity and residual tenor to maintain 2year average duration of the portfolio. The coupons on these bonds are typically not subject to foreign withholding tax, unlike ETF dividends; though we would advise you to check your taxation independently.",1,ZERO_TO_TWO,[1],2017-03-10 13:39:32.910312,USD,8141.9958842028,-0.0020422716130303
BEST OF NIFTY MIDCAP,"This kkk invests in stocks that are a part of Nifty Midcap 150 index. Assets are carefully chosen by an algorithm in order to deliver to investors a wide range of exposures within the index. The strategy is rebalanced every quarter, with the rebalancing mechanism being determined by an algorithm that takes into account the overall performance of the strategy so far. 
</br></br>
This strategy is optimised for investors with an aggressive risk profile, with returns being the principal objectives of the strategy. 
</br></br>
The strategy invests across assets with allocations determined by the algorithm based on the historical returns and risks and not a fixed formula (such as the legendary 10/20/30/40). Dynamic rebalancing also means that the strategy will automatically adjust its risk profile based on the performance till date.",5,TWO_TO_FIVE,[39],2017-07-20 14:41:58.606,INR,60028.2,0.197202305593384
EV kkk,"Electric vehicles are going to become more prominent in the auto production mix in coming years given rising regulatory and consumer issues with the internal combustion engine, the growing threat from air pollution and a global desire for energy independence.

2017 Global plug-in vehicle sales until August were over  649 000 units,  46 % higher than the same period of 2016. With a substantial growth in sales in all regions - China, USA, Europe being the biggest players with the remaining markets going even faster, with Japan (+89%), South Korea and Canada leading the way. The Governments all over the world are spearheading the Electric Vehicles revolution too with Britain and France already planning to ban the sale of Petrol and diesel vans from 2040.

The boom in the Electric Vehicles space is here to stay and this investment strategy aims to capitalise on the expected boom.

The kkk takes a long position in assets, consequently, looking across the entire spectrum of the Electric vehicle supply chain, from raw material suppliers to battery manufacturers to the actual car manufacturers. The assets are selected based on extensive research and analysis of the various metrics with a major aim to maximise returns over a long time period horizon.

The kkk is suited for investors with an aggressive risk profile.",5,TWO_TO_FIVE,[1],2017-11-24 12:26:52.982,USD,3945.97621155,0.0492192578758768
DB X-TRACKERS CSI300 UCITS ETF,db x-trackers CSI300 UCITS ETF,1,ZERO_TO_TWO,[509],2017-11-20 07:00:58.219,SGD,14.9340836,0.0535372848948373
QUANTYR SMART GROWTH US,"This strategy is based on the fact that most companies tend to see growth as the ultimate goal for their future while what really matters for investors is profitable growth for the company. 
</br></br>
This kkk is formed by selecting stocks among the S&P Index that generates profitable growth for their shareholders. 
</br></br>
The members of the S&P Index are screened based on their ability to deliver positive Economic growth in the past as well as Free Cash Flow and EPS past and future growth.",4,TWO_TO_FIVE,[1],2017-07-25 15:35:46.562,USD,22749.38,0.12869004880043
